Lugar;Algoritmo;RMSE;R2
28 Millas;SVR - linear kernel;587.3012239;0.499673713
28 Millas;SVR - linear kernel;587.3233674;0.415012716
28 Millas;ESN;587.3465798;0.326545121
28 Millas;ESN;587.3465798;0.326545121
28 Millas;SVR - linear kernel;587.3523922;0.413263855
28 Millas;SVR - linear kernel;587.4764922;0.363930309
28 Millas;SVR - linear kernel;587.5694546;0.27235948
28 Millas;SVR - linear kernel;587.6163888;0.333709949
28 Millas;SVR - linear kernel;587.6357992;0.378493725
28 Millas;SVR - linear kernel;587.6614307;0.422291501
28 Millas;SVR - linear kernel;587.9828426;0.39443622
28 Millas;SVR - linear kernel;588.0137668;0.462991011
28 Millas;SVR - linear kernel;588.0711333;0.446651442
28 Millas;Linear regression;588.0891441;0.446744402
28 Millas;Linear regression;588.0891441;0.446744402
28 Millas;Linear regression;588.0891441;0.446744402
28 Millas;Linear regression;588.0891441;0.446744402
28 Millas;ESN;588.1757337;0.432714456
28 Millas;ESN;588.1757337;0.432714456
28 Millas;ESN;588.1757337;0.432714456
28 Millas;SVR - linear kernel;588.2365102;0.341828934
28 Millas;SVR - linear kernel;588.3559591;0.435667726
28 Millas;SVR - linear kernel;589.1003973;0.359271361
28 Millas;SVR - linear kernel;589.1049573;0.314659527
28 Millas;SVR - linear kernel;589.1880824;0.336527499
28 Millas;SVR - linear kernel;589.3335431;0.454626559
28 Millas;SVR - linear kernel;589.3904164;0.501493392
28 Millas;SVR - linear kernel;589.4358167;0.428486517
28 Millas;SVR - linear kernel;589.6396931;0.349786502
28 Millas;SVR - linear kernel;589.7654978;0.435356441
28 Millas;SVR - linear kernel;589.8278012;0.410691049
28 Millas;SVR - linear kernel;589.9014128;0.348135723
28 Millas;SVR - linear kernel;590.0223949;0.440662708
28 Millas;ESN;590.097806;0.340744027
28 Millas;ESN;590.097806;0.340744027
28 Millas;SVR - linear kernel;590.1560049;0.335798186
28 Millas;ESN;590.4702029;0.415210717
28 Millas;ESN;590.4702029;0.415210717
28 Millas;ESN;590.4702029;0.415210717
28 Millas;ESN;590.4702029;0.415210717
28 Millas;SVR - linear kernel;590.8742571;0.325856844
28 Millas;ESN;591.306267;0.371111571
28 Millas;ESN;591.306267;0.371111571
28 Millas;ESN;591.5241629;0.319963889
28 Millas;ESN;591.5241629;0.319963889
28 Millas;ESN;591.6596218;0.346322841
28 Millas;SVR - linear kernel;591.7331347;0.372700131
28 Millas;SVR - linear kernel;591.7903555;0.389790184
28 Millas;ESN;591.8634039;0.342907762
28 Millas;ESN;591.8634039;0.342907762
28 Millas;ESN;591.8634039;0.342907762
28 Millas;ESN;591.8634039;0.342907762
28 Millas;Ridge regression;591.8880854;0.43897141
28 Millas;Ridge regression;591.8880854;0.43897141
28 Millas;SVR - linear kernel;591.9608134;0.405043807
28 Millas;ESN;591.9710986;0.414881446
28 Millas;ESN;591.9710986;0.414881446
28 Millas;ESN;591.9710986;0.414881446
28 Millas;ESN;591.9710986;0.414881446
28 Millas;Linear regression;592.0976836;0.434332859
28 Millas;Linear regression;592.0976836;0.434332859
28 Millas;SVR - linear kernel;592.2511098;0.315154886
28 Millas;SVR - linear kernel;592.3098346;0.36988533
28 Millas;SVR - linear kernel;592.3602842;0.403298653
28 Millas;ESN;592.4637849;0.404130286
28 Millas;ESN;592.4637849;0.404130286
28 Millas;ESN;592.4637849;0.404130286
28 Millas;ESN;592.4637849;0.404130286
28 Millas;SVR - linear kernel;592.4965563;0.573896177
28 Millas;SVR - linear kernel;592.6400604;0.434506795
28 Millas;SVR - linear kernel;593.2243506;0.354271364
28 Millas;SVR - linear kernel;593.251003;0.399589885
28 Millas;SVR - linear kernel;593.2938303;0.457153824
28 Millas;SVR - linear kernel;593.4785937;0.308006853
28 Millas;ESN;593.5971682;0.388597875
28 Millas;ESN;593.5971682;0.388597875
28 Millas;SVR - linear kernel;593.7128439;0.457411408
28 Millas;ESN;593.9185151;0.367333099
28 Millas;ESN;594.1118716;0.322068218
28 Millas;ESN;594.1118716;0.322068218
28 Millas;ESN;594.1118716;0.322068218
28 Millas;ESN;594.1118716;0.322068218
28 Millas;ESN;594.211153;0.398509195
28 Millas;SVR - linear kernel;594.5723966;0.525061571
28 Millas;SVR - linear kernel;594.6540767;0.409025193
28 Millas;ESN;594.6789882;0.328512216
28 Millas;ESN;594.6789882;0.328512216
28 Millas;ESN;594.6789882;0.328512216
28 Millas;ESN;594.6789882;0.328512216
28 Millas;ESN;594.9365857;0.391703144
28 Millas;ESN;594.9365857;0.391703144
28 Millas;ESN;594.9365857;0.391703144
28 Millas;SVR - linear kernel;595.7500226;0.356161047
28 Millas;ESN;595.8131051;0.309443378
28 Millas;ESN;595.9246127;0.344511926
28 Millas;ESN;595.9246127;0.344511926
28 Millas;ESN;595.9246127;0.344511926
28 Millas;SVR - linear kernel;596.287458;0.331343647
28 Millas;ESN;596.4447941;0.345084843
28 Millas;ESN;596.4447941;0.345084843
28 Millas;SVR - linear kernel;596.476329;0.395118762
28 Millas;SVR - linear kernel;596.8980547;0.395597638
28 Millas;SVR - linear kernel;597.0438407;0.489250378
28 Millas;ESN;597.070223;0.417847105
28 Millas;ESN;597.070223;0.417847105
28 Millas;ESN;597.070223;0.417847105
28 Millas;SVR - linear kernel;597.1638379;0.414670864
28 Millas;ESN;597.2428035;0.296584124
28 Millas;SVR - linear kernel;597.448863;0.43585674
28 Millas;ESN;597.5227465;0.354068838
28 Millas;ESN;597.5227465;0.354068838
28 Millas;ESN;597.5227465;0.354068838
28 Millas;Linear regression;597.5978065;0.439417178
28 Millas;Linear regression;597.5978065;0.439417178
28 Millas;ESN;597.8044817;0.351756723
28 Millas;SVR - linear kernel;597.9241271;0.365221028
28 Millas;ESN;598.256951;0.436402812
28 Millas;ESN;598.256951;0.436402812
28 Millas;SVR - linear kernel;598.5313233;0.290888774
28 Millas;SVR - linear kernel;598.6836713;0.368171898
28 Millas;Ridge regression;598.7164541;0.446871557
28 Millas;Ridge regression;598.7164541;0.446871557
28 Millas;ESN;598.7281607;0.361223071
28 Millas;ESN;598.7281607;0.361223071
28 Millas;ESN;598.7281607;0.361223071
28 Millas;ESN;598.7281607;0.361223071
28 Millas;SVR - linear kernel;598.7904058;0.294382509
28 Millas;SVR - linear kernel;598.8256178;0.407539418
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;SVR - rbf kernel;599.0242946;0.13551174
28 Millas;ESN;599.1903177;0.361378392
28 Millas;ESN;599.1903177;0.361378392
28 Millas;ESN;599.1903177;0.361378392
28 Millas;ESN;599.1998211;0.33587185
28 Millas;ESN;599.1998211;0.33587185
28 Millas;ESN;599.1998211;0.33587185
28 Millas;ESN;599.1998211;0.33587185
28 Millas;SVR - linear kernel;599.2322195;0.378927701
28 Millas;ESN;599.3833719;0.42189699
28 Millas;ESN;599.3833719;0.42189699
28 Millas;ESN;599.3865315;0.378225571
28 Millas;ESN;599.3865315;0.378225571
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - sigmoid kernel;599.3925503;0.135693706
28 Millas;SVR - linear kernel;599.4729773;0.424952157
28 Millas;ESN;599.5347772;0.406720646
28 Millas;ESN;599.5347772;0.406720646
28 Millas;SVR - linear kernel;599.7309966;0.403464611
28 Millas;ESN;599.7742344;0.367455013
28 Millas;ESN;599.7742344;0.367455013
28 Millas;ESN;599.7742344;0.367455013
28 Millas;SVR - linear kernel;599.8449419;0.417543113
28 Millas;ESN;599.8693493;0.373704936
28 Millas;ESN;600.1415651;0.404597491
28 Millas;SVR - linear kernel;600.1986342;0.412414827
28 Millas;ESN;600.4857098;0.365965873
28 Millas;ESN;600.7037414;0.363639775
28 Millas;ESN;600.7037414;0.363639775
28 Millas;SVR - linear kernel;601.5594838;0.381620376
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
28 Millas;SVR - rbf kernel;601.6664948;0.135358145
